ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
_fKntnlIYTQ,30,40,"/m/04rlf,/m/0l156b","['low quality', 'live performance', 'noisy', 'big band', 'shimmering hi hats', 'punchy snare', 'soft kick hits', 'steel pan melody', 'bright brass melody', 'groovy double bass melody', 'cowbell percussion', 'fun', 'happy']","The low quality recording features a live performance of a big band that consists of shimmering hi hats, steel pan melody, punchy snare, soft kick hits, bright brass melody, groovy double bass melody and cowbell percussion. The recording is a bit noisy and it sounds happy and fun.",4,True,True
_hYBs0xee9Y,30,40,"/m/02rr_,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0g12c5","['low quality', 'noisy', 'mono', 'chorus pedal effect', 'electric guitar solo melody', 'passionate']",The low quality recording features a passionately played electric guitar solo melody with a chorus pedal effect on. The recording is in mono and it is noisy.,4,False,True
_lq8nEXh064,30,40,"/m/04rlf,/m/07pkxdp","['lullaby', 'low quality', 'music box', 'soft bells melody', 'relaxing', 'calming', 'mellow']","The low quality recording features a lullaby that consists of soft bells melody. It sounds like a music box melody and it is relaxing, passionate and mellow.",4,True,True
_n3r2inlqBc,520,530,"/m/032n05,/m/04rlf","['videogame sounds', 'water dripping/flowing', 'sound effects', 'amateur recording']","This audio contains videogame-sounds, sound-effects. You can hear water running/dripping, clicking sounds and other noises that sound like being in a big cave. This is an amateur recording.",6,True,True
_oNLyxk08oA,30,40,"/m/085jw,/m/0l14j_","['bass flute', 'fantasy music', 'forest', 'mystical', 'reverb', 'solo instrumental']","Here we have a solo bass flute player. The music sounds mystical, like in a fantasy movie about dragons and fairies. There is reverb applied to the sound.",3,False,False
_pU2KbHMN4Q,30,40,"/m/04rlf,/m/05fw6t,/m/07y_7","['folkmusic', 'violin', 'horn', 'brass', 'xylophone', 'drums', 'uplifting energy', 'medium to uptempo']",This song contains an acoustic drum playing and comes to an end. Then a violin is playing the main melody together with a bass horn and other brass instruments in a higher register. A xylophone is also playing the melody in a higher octave. This song may be playing during a funny magic show.,6,False,False
_qP21HqOmA0,30,40,"/m/024dl,/m/04rlf","['low quality', 'detuned synth lead melody', 'noisy', 'tapping sound effect', 'digital', '8 bit', 'kids toys']","The low quality recording features a detuned synth lead melody played on some kind of kids toy. It sounds very digital, like an 8bit melody and the recording is very noisy.",4,False,True
_qf0UiKtB3k,30,40,"/m/03q5t,/m/05148p4","['classical music', 'instrumental', 'harpsichord', 'medieval sounding', 'tender', 'sophisticated']",This is a classical music piece. The piece is being performed on a harpsichord. There is a sophisticated aura to it. The piece has a medieval sound. It would fit perfectly in the soundtrack of a historical drama movie that takes place in the medieval era. It could also work well as the opening theme for a literature YouTube channel.,9,False,False
_u2cNlW5DxQ,160,170,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125","['low quality', 'noisy', 'mono', 'funky acoustic bass guitar solo melody', 'aggressive', 'groovy', 'cover', 'pop']",The low quality recording features a cover of a rock song and it consists of a funky acoustic bass guitar solo melody played aggressively. It sounds groovy and the recording is noisy and in mono.,4,False,False
_vwBe9ZXWXE,10,20,"/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/07gql","['high pitched brass instrument', 'trumpet', 'rapid trumpet motif', 'complex brass motif']",This clip is a live recording of a complex and rapid piece being played on the trumpet. The trumpet is very high pitched and the piece ascends and descends rapidly in succession.,3,False,False
_wyELLqwF3w,30,40,"/m/03qjg,/m/085jw","['harmonica', 'blues', 'acoustic guitar arpeggio', 'calm', 'pad synth', 'soothing']","This is an instrumental piece with a harmonica as the main lead melodic instrument. High pitched, wobbly sounds are played on the harmonica and contrasted by a deep and full acoustic guitar on which arpeggios are played. There's a sustained pad synth in the background which adds to the overall calming and soothing tone of the song.",3,False,False
_xURU_-ffC4,250,260,"/m/03qjg,/m/085jw","['amateur recording', 'singer-songwriter', 'acoustic guitar', 'harmonica', 'medium tempo']",This song contains someone strumming chords on an acoustic guitar while playing a harmonica. This song may be playing at a local bar.,6,False,False
_yWsqs9FOnU,10,20,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/06w87,/m/0g12c5","['instrumental', 'progressive rock', 'electric guitar', 'solo', 'tapping', 'complex']","This is an instrumental piece consisting of an electric guitar solo which is played with the tapping technique. There is a usage of complex chords and syncopations, essential characteristics of the progressive rock genre. The guitar has a clear tone.",9,False,True
_yzcCFe-uo0,30,40,"/m/04rlf,/m/05fw6t","['duet', 'medium tempo', 'spanish song', 'jingle bells in spanish', 'spanish christmas song', 'keyboard harmony', 'acordion melody', 'tambourine beats', 'hand percussion', 'children song', 'merry', 'simple', 'cheerful', 'charming', 'animated', 'christmas song', 'christmas cheer']","This song is a duet of the Christmas Carol ‘Jingle Bells’ in Spanish. The tempo is medium with keyboard harmony, tambourine beats , hand percussion and accordion accompaniment . The song is cute, simple, cheerful, happy and animated.",7,False,False
a-3cZREZh3k,400,410,"/m/04rlf,/m/04szw,/m/05r5wn,/m/0dwsp","['low quality', 'regional mexican', 'marimba', 'metallic percussive elements', 'walking bass guitar', 'shimmering snare', 'groovy accordion chords', 'happy', 'fun']","The low quality recording features a marimba melody,  groovy accordion chords and walking bass guitar, followed by metallic percussive elements and shimmering snare. It sounds fun and happy, even though it is probably recorded via phone.",4,False,True
a-P0p_UtagM,30,40,"/m/085jw,/m/0l14j_","['amateur recording', 'flute', 'accordion', 'e-bass', 'acoustic drums', 'shakers', 'comedic']",This audio contains acoustic drums playing with an e-bass. An accordion is playing a short chord melody on the backbeat while someone is playing a flute melody completely out of tune and all over the place. This is an amateur recording. This song may be playing at home while practicing playing the flute.,6,False,False
a2QxlP5DAYQ,180,190,"/m/02bxd,/m/02lkt,/m/04rlf","['psychedelic', 'didgeridoo', 'atmospheric sounds', 'medium to fast tempo', 'experimental']","A didgeridoo is playing a rhythm full of overtones while being supported by experimental, atmospheric pad sounds. The whole recording is full of reverb, mystic sounds that are panned to the left and right side of the speakers. This song may be playing at an alternative nature festival.",6,False,True
a4BjqKd8FsI,160,170,"/m/04rlf,/m/0dwt5","['instrumental', 'fast tempo', 'orchestra', 'cello', 'xylophone', 'animated', 'whimsical', 'perky', 'high spirited', 'violin', 'trumpet', 'trombone', 'wind instrument', 'brass instrument', 'playful music', 'violin harmony', 'happy', 'cheerful', 'soothing']","This music is an instrumental with a medium fast tempo. The music is orchestral with a lively brass band harmony, violin accompaniment, xylophone beats, a bright trombone and cello bass. The music is animated, lively, playful,whimsical, perky and puckish.",7,False,True
a4jcJ7QZ-OQ,150,160,"/m/04rlf,/m/07szfh9,/t/dd00126","['rock music', 'electric guitar', 'guitar solo', 'distorted guitar', 'bass guitar', 'acoustic drums', 'loud', 'energetic', 'rebellious']","This is a rock music piece consisting of three instruments. There is a distorted electric lead guitar playing a solo that is increasing from medium to high pitch. The bass guitar is providing tune in the background. There is a loud acoustic drum beat that includes a lot of fills. The song has a vigorous, high energy feel to it. This piece could be played at rock bars.",9,False,True
aBEiuYSSEH0,550,560,"/m/085jw,/m/0l14l2","['low quality', 'wooden impact', 'loud horn sound', 'traditional song', 'weird', 'repetitive', 'harsh']","The low quality recording features a traditional song played in the beginning, after which there is a loud horn sound and wooden impact. It sounds weird, harsh and repetitive.",4,False,False
aCA4yiPfFIg,10,20,"/m/01hgjl,/m/02lkt,/m/04rlf","['low quality', 'hip hop', 'punchy snare', 'punchy kick', 'buzzy synth lead', 'shimmering hi hats', 'stuttering filter modulated synth riser', 'energetic', 'exciting']","The low quality recording features a hip hop song that consists of punchy snare and kick hits, shimmering hi hats and buzzy synth lead, played by a DJ that manually made beat breaks, which resulted in stuttering filter modulated synth riser. It sounds energetic and exciting thanks to that riser.",4,False,True
aCTm1TcL7z8,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y","['low quality', 'electric guitar solo melody', 'groovy bass guitar', 'shimmering tambourine', 'punchy kick', 'tinny wooden percussions', 'groovy', 'funky', 'passionate']","The low quality recording features an electric guitar solo melody played over groovy bass guitar, shimmering tambourine, punchy kick and tinny wooden percussion. It sounds groovy, funky and passionate.",4,False,False
aE_CVWMWK74,390,400,"/m/04rlf,/m/07qqyl4","['sound fx', 'space shuttle take off', 'laser gun sounds', 'rocket launcher firing', 'dramatic orchestral score', 'cymbal crashes', 'tense dissonant string harmonies']","Sound from a cartoon space battle featuring a space shuttle takeoff, laser gun sounds and a rocket launcher firing. Background score is dramatic orchestral, featuring cymbal crashes and tense, dissonant string harmonies.",8,False,True
aHZdDmYFZN0,380,390,"/m/01xqw,/m/02fsn,/m/0l14_3","['low quality', 'classical', 'wide strings melody', 'suspenseful', 'intense']",The low quality recording features a classical song that contains a wide string melody. It sounds suspenseful and intense.,4,False,False
aIIEI33EUqI,30,40,"/m/02v2lh,/m/04rlf","['meditation music', 'synth pads', 'soothing', 'relaxing', 'slow tempo']",This song contains soft synth pads playing in the lower to higher register with little dreamy notes sprinkled on top. This song may be playing for a meditation session.,6,False,False
aItOEVYnpHA,30,40,"/m/04rlf,/t/dd00035","['edm', 'clapping', 'filtered synth melody', 'echoing synth lead melody', 'energetic riser', 'snare roll', 'synth pad chords', 'energetic', 'build up', 'exciting']","The EDM song features an echoing synth lead melody, snare rolls, synth pad chords, energetic riser and some claps. In the second half of the loop, there is a filtered synth melody building up. It sounds energetic and exciting, as this is probably a build up section, after which comes a drop and like something you would hear in a club.",4,False,True
aNJEh3_Vmps,30,40,"/m/02v2lh,/m/04rlf,/m/0fd3y","['calming music', 'meditation music', 'atmospheric', 'ethereal', 'sleeping music', 'peaceful music', 'light pad synth', 'high pitched pad synth']",This is a song that would be suitable as meditation music or background music for sleeping. It is calming and features sustained high pitched notes on a pad synth. The song feels ethereal and relaxing.,3,False,False
aNjtfIoVzas,0,10,"/m/0395lw,/m/04rlf","['country/folk', 'acoustic guitar', 'upright bass', 'plucked string instrument', 'medium to uptempo']",This song contains a plucked string instrument playing a melody in the higher register along with an acoustic guitar strumming chords on the backbeat and an upright bass playing a simple melody along to the lead melody. This song may be playing in a video-presentation.,6,False,False
aPAa2sfhS7k,460,470,"/m/01kcd,/m/01wy6,/m/07c6l","['instrumental', 'fast tempo', 'orchestra', 'live performance', 'concert', 'live audience', 'full bodied', 'exquisite', 'rich', 'smooth', 'elegant', 'vigorous clarinet solo', 'wind instrument', 'violins', 'lively trumpets', 'brass band', 'french horn', 'conductor', 'trombone', 'flute', 'cello', 'classical', 'western classical', 'intense', 'vigorous', 'engaging', 'compelling']","This music is a Western Classical Instrumental. The music is fast tempo with a plethora of instrumentation. From a vigorous clarinet solo, flute, intense trumpets , violin symphony, cello, viola and French horns, this music is a treat to the ears. It is smooth, rich, full bodied, exquisite and elegant with an urgent and sombre vibe.",7,False,False
